03-12-2025 19:38:06 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: razorpay_payment_log.json'
03-12-2025 19:46:20 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: razorpay_payment_log.json'
03-12-2025 19:48:52 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: razorpay_payment_log.json'
03-12-2025 19:51:09 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: razorpay_payment_log.json'
03-12-2025 19:52:29 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: razorpay_payment_log.json'
03-12-2025 20:04:58 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: pinelab_payment_log.json'
03-12-2025 20:05:12 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: pinelab_payment_log.json'
03-12-2025 20:06:38 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-03\Push Transaction API: Provider: pinelab_payment_log.json'
04-12-2025 12:42:55 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-04\Push Transaction API: Provider: phonepe_payment_log.json'
05-12-2025 11:22:48 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-05\Push Transaction API: Provider: phonepe_payment_log.json'
22-12-2025 10:37:20 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 10:38:46 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 10:54:04 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 10:56:18 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 10:56:31 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:01:15 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:03:24 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:07:35 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:18:23 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:24:26 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 11:49:40 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 11:52:09 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 11:54:34 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 12:02:23 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: getepay_payment_log.json'
22-12-2025 14:52:07 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
22-12-2025 14:53:49 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2025-12-22\Push Transaction API: Provider: razorpay_payment_log.json'
07-01-2026 11:55:45 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
07-01-2026 11:57:44 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
07-01-2026 11:59:11 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
07-01-2026 12:01:53 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
07-01-2026 12:12:11 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
07-01-2026 12:18:41 - Failed to log: The filename, directory name, or volume label syntax is incorrect. : 'D:\Ravi\Workfiles\Projects\PaymentAPI\PaymentAPI\Logs\2026-01-07\Push Transaction API: Provider: getepay_payment_log.json'
